template,mode,N,run,fork_idx,latency_ms,preload_ms,e2e_ms
python/v1,fork-cold,16,8,10,8.347,0.000,8.347
python/v1,fork-cold,16,8,11,29.814,0.000,29.814
python/v1,fork-cold,16,8,12,30.015,0.000,30.015
python/v1,fork-cold,16,8,13,29.255,0.000,29.255
python/v1,fork-cold,16,8,14,43.589,0.000,43.589
python/v1,fork-cold,16,8,15,31.395,0.000,31.395
python/v1,fork-cold,16,9,0,22.698,0.000,22.698
python/v1,fork-cold,16,9,1,23.669,0.000,23.669
python/v1,fork-cold,16,9,2,13.217,0.000,13.217
python/v1,fork-cold,16,9,3,21.588,0.000,21.588
python/v1,fork-cold,16,9,4,34.228,0.000,34.228
python/v1,fork-cold,16,9,5,15.006,0.000,15.006
python/v1,fork-cold,16,9,6,22.719,0.000,22.719
python/v1,fork-cold,16,9,7,16.589,0.000,16.589
python/v1,fork-cold,16,9,8,43.028,0.000,43.028
python/v1,fork-cold,16,9,9,53.735,0.000,53.735
python/v1,fork-cold,16,9,10,71.522,0.000,71.522
python/v1,fork-cold,16,9,11,52.339,0.000,52.339
python/v1,fork-cold,16,9,12,48.057,0.000,48.057
python/v1,fork-cold,16,9,13,21.975,0.000,21.975
python/v1,fork-cold,16,9,14,49.566,0.000,49.566
python/v1,fork-cold,16,9,15,22.791,0.000,22.791
